movie,sentence,score
올빼미,류준열 배우로 인해 아무 정보없이 보러간 영화. 화면 영상 연출 모두 좋았고 … 두 장면 정도는 너무 충격적이라 입틀막. (아쉬운 부분도 있지만 전반적으로 추천),10
올빼미,연기 스토리 대박 시간가는 줄 몰랐어요,10
스트레인지 월드,나랑은 안 맞는 스타일,5
올빼미,몰입해서봤음 !  재밌었음,10
올빼미,대본 엄청 좋다. 연출 연기 전부 대박대박.. 고품격 사극 팩션 스릴러. 최고.,10
스트레인지 월드,1점도 주기 어려울정도로 보고있음 역겹고 안보자니 지루해서 시간아까운 영화 디즈니 몰락의 상징작,1
올빼미,연기 연출 굳  정말 집중해서 봤음 시간 순삭.. 왠지 씁쓸  가슴아픔,10
블랙 팬서: 와칸다 포에버,추모 원툴.,5
올빼미,유해진의 악역+왕 연기... 이건 많이 귀하네요,8
올빼미,와..  오랜만에 시간 가는 줄 몰랐어요.,10
동감,10대 여성이 연기가 뛰어난 영화라고 하면 보통 배우 팬들만 고평가한거임,2
스트레인지 월드,이번엔 서양권에서도 쫄딱 망했다던데 그럴만 한듯,4
올빼미,진짜 최고의 연기자들...! 믿고 보는 유해진 류준열 ㅠㅜ 더 흥해라 !! 진짜 재밌어요,10
동감,여진구가 참 연기를 잘한다는게 확 느껴지는영화 여진구의 90년도 연기감성을 김혜윤이 못따라가는느낌.김혜윤의 영혼없는연기가 아쉬웠음,8
올빼미,소름돋는 장면과 배우들의 연기력이 몰입도를 높임.한시도 긴장감을 놓칠 수 없는 영화입니다.,10
올빼미,이런거 남겨본적이 없는데.. 진짜 이번년도 영화 다 재미없었는데 이건 보세요..ㅠㅠㅠ 진짜,10
데시벨,그냥 개뻔한 스토리임. 차은우 이종석 개잘생김??????????????????,2
올빼미,궁중 용어 등에서 역사 고증의 문제가 조금 보이지만 최근에 본 영화 중에 최고라고 본다. 유명 배우의 연기야 그 뛰어남을 이미 알고 있었던 것이지만   세자빈으로 나온 여배우는 요즘 여배우 답지 않은 부드러운 얼굴에 기품있는 자태 등 매력 덩어리다.앞으로의 연기가 기대된다.,8
올빼미,숨이 안쉬어지는 연출. 그에 걸맞는 색감. 작가의 창의성으로 재탄생한 역사까지 완벽했다.100점을 못주는게 한.,10
블랙 팬서: 와칸다 포에버,OST가 너무너무너무 좋았어요,7
올빼미,와 진짜 잼있음...한장면 한장면 놓질수 없음,10
올빼미,너무 잘만들었네요 연출 연기 음악 모든게 완벽...,10
블랙 팬서: 와칸다 포에버,마블 영화 좋아해서 보는데 이번편은 너무 액션이 많이 없어서...,7
올빼미,직접 그 시대를 살아보진 않았지만 당시 인조의 심정(느낌)을 현 시대와서 느껴볼수있는 근접체험...,10
올빼미,유해진 연기가 미쳤어요~너무 좋아~,10
올빼미,류준열이 정말 연기를 잘한다. 이런 스토리를 생각하다니 감독 천재,10
스트레인지 월드,좋은 애니메이션영화입니다.,10
올빼미,꼭 영화관에서 보세요 올해 본 영화중에 최고입니다 감독님 입봉작이라던데 앞으로가 기대됩니다,10
스트레인지 월드,영화관에서 봐야하는 영화 마지막 찐으로 놀라서 영화관에서 외마디 비명지르고 나옴 ㅋㅋㅋ,10
올빼미,괜찮아요  연기 좋고  연출좋고  잼나요마무리 개연성은 쪼끔 그렇지만모든 영화 다 그렇죠!  생각나고 재밌어요!,9
데시벨,김래원이종석외다른 배우분들만족스럽습니다,10
데시벨,음..평이 인좋길래 걱정했는데 너무너무 재미있었습니다!울명서 봤어욬ㅋㅋㅋㅋ,7
데시벨,대한민국 국가를 단죄하고 응징한다-빅마우스-,10
올빼미,스토리와 연기력 모두 완벽했다,10
올빼미,괜찮음. 현실이였음 주인공 죽었지싶음. ,8
유포자들,생각보다 재미없고 제작비 마니 안들인영화같아용 ,2
올빼미,재밌어요~~ 류준열&amp;유해진 연기 진짜 잘하네요!!몰입도 좋고.자잘자잘한 연출 디테일이 좀 부족한 듯 싶지만  배우들의 연기에 같이 몰입하다보면 전혀 신경쓰이지 않았어요.,10
올빼미,벌벌 떨면서 봐서 4D인 줄 알았어요,10
올빼미,상상력이  대단한 영화미친연기력..유해진  류준열 파이팅,10
올빼미,재밌네요 연기력이 다들 좋고 스토리도 괜찮습니다.광해 재밌게 보신분들은 올빼미도 재밌게 보실듯요 ,10
스트레인지 월드,이제는 무엇을 말하고자 하는지 알수가 없는 디즈니,1
올빼미,재미있음 류준열연기잘하네요,10
올빼미,저는 꽤 재밌게 봤어요.예전 관상 봤을때 느낌? 나름 상상력 좋고 잘 마무리된 스토리였어요.중간에 지루해진다는데 전 꽤 끝까지 흥미진진하게 봄. 한복도 궁도 멋지게 잘찍음.,10
동감,???난 재밌었는데 반응 왜 이럼… 당황스럽네 마지막에 울 뻔 했는데,9
올빼미,연출  연기  음악 다 골고루 좋네요. 긴장감도 있어서 지루하지 않고 흥미롭게 볼 수 있는 사극영화입니다,7
올빼미,류준열이 영화를 살렸다^^~~,10
올빼미,역사가 스포 이지만 긴장감 넘치는 스토리 였음...,8
올빼미,연기와 연출이 순간 영화에 빠져들게 했다.. 기대 이상으로 재밌는 영화,10
블랙 팬서: 와칸다 포에버,무난하게 볼만합니다,6
올빼미,두번세번 또 보고싶어요 유해진  류준열 연기는 믿고본다!!!,10
올빼미,연기 미쳤다.앵글 미쳤다.편집 미쳤다.음악 미쳤다.스릴 넘친다.묘사 미쳤다.각본 미쳤다.나도 미쳤다.영화 또보러간다.지갑 털린다.,10
올빼미,간만에 볼만한 한국영화 재밌어요,7
올빼미,오랜만에 극장을 찾았는데 너무 재밌게 보고 왔습니다. 기대가 컸는데 그 기대 이상을 주더라구요. 연기 연출 스토리 모두 좋았습니다. 왕의남자 조감독 출신 감독님의 연출과 광대 연기를 했던 연기자의 임금 연기가 궁금했습니다. 좋은 영화 감사합니다.,10
올빼미,너무 재미있음  꼭 보시길,10
올빼미,간만에 보는 무게감 있는 한국영화라서 좋았다,8
올빼미,꿀잼스릴러ㅠㅡㅠ재밌어요,10
올빼미,콜라 대자마셨는데 화장실 못가게 하는 영화,10
올빼미,시험 끝난 후 최고의 선택,10
올빼미,류준열님의 목소리 톤이 한층 깊어진 것 같아요.  연기도 마찬가지구요. 영화 리뷰는 처음 써 봅니다. 시간 가는줄 모르고 정말 재미있게 잘 봤습니다. 감사합니다. ,10
블랙 팬서: 와칸다 포에버,RIP 채드윅 보스먼... 블랙팬서2는 추모 영화이다,7
올빼미,졸려서 힘들었다유해진의 선을넘은 역할탈선,4
올빼미,진짜 .. 연기도 스토리도 개대박,10
올빼미,세상을 만만하게 보았구나,10
올빼미,빠른전개 그리고 배우의 연기력 + 내용모든게 최곱니다^^,10
올빼미,불안감이 광기로 변해가는 인조의  역할을충실하게 해낸  유해진 배우의 매력에 넋을 잃었다.,10
올빼미,베리굿 미친 사극 잘 봤습니다.,10
블랙 팬서: 와칸다 포에버,여자들 근육이 죠낸 멋있었다 보는내내 쇠질하고 싶었다 ㅋㅋㅋ,8
올빼미,숨막히게 잘 짜여졌다 와,10
올빼미,기대 안하고 봤는데 이 몰입감 무엇!! ㅋ긴장감과 몰입감이 너무 좋아서 저는 너무 만족했어요~후반부 스토리가 별루라고 하는 분들이 많았는데 저는 오히려 힘을 뺀 결말이어서 여운이 더 많이 남는거 같아요~류준열 배우 유해진 배우 연기 너무 잘해요!!,9
올빼미,역대 최고의 찌질이왕 인조...유해진정도되야 연기가능ㅋㅋㅋ유해진이 인조를 제대로 분석하고 연기했다. 소름....,8
올빼미,진심 추천합니다. 두 사람의 연기도 연기지만 분위기에 팝콘 먹는 것도 잊을 정도였어요.,10
올빼미,역사가 스포지만 쫄깃감동,10
올빼미,오랜만에 재미있는거 봤어요.,8
스트레인지 월드,역시나 그 성별 평론가는 기대를 저버리지 않는구나 ㅋㅋㅋ,1
올빼미,개연성 없는 부분도 있긴 하지만 반전도 대박 연기도 대박.. 오랜만에 재밌는 영화봐서 좋음,10
블랙 팬서: 와칸다 포에버,나쁘진않았음,8
올빼미,좋았습니다 배우들의 연기가 다 했다! ,8
올빼미,몰입도 진짜 최고였음.. 간만에 진짜 재밌는 영화 봤다,10
올빼미,연기 천재들 보러 영화관 왔는데연출 천재를 알게 되었다,10
올빼미,달포 : 한 달보다 조금 더 긴 기간  /                 학질: 말라리아 ,8
스트레인지 월드,디즈니 기대하면 실망함...,6
올빼미,큰 기대 안했는데 좋았어요~,6
올빼미,난 이영화보고 마지막에 울컥한게 영화에서 류준열 뒤통수 몇번을 맞은게 현실에서 우리가 뒤통수 맞으며 악착같이 살아남고 있는거랑 너무 똑같아서 울컥했다,10
올빼미,진짜 조오오온나 재밌어요… 개인적으로 저는 enfp인데..오열하면서 봤어요.. 진짜 재밌어요.  저는 올해 영화 중에 제일 재밌었습니다.. 감동도 있고 신박한 스토리이고 연출도 장난아니고.. 후회안하실겁니다:) ,10
올빼미,올해 본 영화 중 최고ㅠ 소름,10
올빼미,올만에 너무재미있게봤어요. 유해진연기.와우,10
올빼미,역사상 최악의 왕 인조를 유해진배우님이 잘 표현했습니다.. 한가지 아쉬운점은 소현세자 역은  왕과 닮은 류준열이 했었어야하지않을까요,10
데시벨,진짜 재밌었어요! 영화 초반에는 스릴만 있었는데 후반에는 감동 슬픔도 있더라구요 배우님들 연기 모두 너무 좋았는데 특히 이종석 배우님 연기가 가장 인상깊었어요!,10
블랙 팬서: 와칸다 포에버,최근 나온 마블 작품중에서 간만에 전율을 느끼게 해준 작품이지만 그만큼 여러가지에서 아쉬움이 느껴지는 작품,7
올빼미,내용을 전혀 모르고 갔는데 가슴 졸이며 긴장감있게 봤습니다. ,9
올빼미,유해진이 왕을 하기에는 멀었고 류준열 이외에 조연들이 받쳐주기에는 많이 부족하다,2
올빼미,정말 재미있게 봤습니다.,10
블랙 팬서: 와칸다 포에버,기대 안하고 봤는데 재밌네요 굿~,10
동감,저 관람수 대부분은 공짜표뿌려서 그런것일듯..,2
데시벨,그냥 전형적인 한국 신파 액션영화 더도 덜도가 없음,2
올빼미,진심 너무 재밌어용! 한번씩 보시길 추천~~,10
올빼미,지루할수 있는 사극소재에흥미로운 픽션을 더해재미있다,10
데시벨,스토리는 흔하지 않아서 좋았습니다~ 배우들 연기도 너무너무 잘하구요 다만 엔딩이 아쉬움이 많은 영화였던 것 같습니다 추천합니다!,9
올빼미,끝까지 긴장감 넘치고 흥미로웠던 영화,10
올빼미,오랫만에 시간 가는줄 모르고 긴장하며 몰입해서 봄. 극을 이끌어 나가는 류준열의 연기도 좋고  연기 인생 최초로 최고의 신분인 왕을 연기한 유해진의 연기도 훌륭했다. 조선 역사상 최악의 암군 인조의 소현세자 암살설을 상상력을 바탕으로 흥미롭게 만들어낸 웰메이드 팩션 사극,9
블랙 팬서: 와칸다 포에버,너무 재미있어요 바다 속 최고,10
올빼미,유해진  인조 그 자체였다...!,7
올빼미,연기가 진짜 좋았습니다.재밌었어요,10
스트레인지 월드,디즈니가 선사하는 초특급 세계. 1. 대통령은 눈찢어진 동양인 여성2. 백인 남주는 남성미의 상징인 아버지의 아들답지 않게 현실에 안주하며 농사지으며 삼3. 그런 남주의 아내는 못하는 것이 없는 만능 흑인 여성4. 혼혈인 아들은 동성애자5. 아들이 사랑하는 남자애는 중남미계6. 가족이 키우는 개는 다리 하나가 없음아니 왜 멋진 동양인 남성 캐릭터는 하나도 없는 거임? 이거 동양인 남성에 대한 인종적  성적 차별하는거 아니냐구?,1
올빼미,오..최근 몇년간 본 영화중에 제일 흡입력있고 재밌게봤음 또보고싶다는 생각이 들정도영화관에서 영화보는거 되게 지루해하는데 이건 시간이 순삭 오랜만에 이런거 봐서 기쁨ㅋㅋ,10
올빼미,뻔한 내용이지만 또 다른 묘미가 있었음.,10
올빼미,영화평을 첨해봄.일단 신랑이랑 보기로 했는데친구랑 봐서 신랑한테 미안함.일단 배우들의 연기가 대단했고 너무 대단했고.대단했고 ... 충격적인 장면이 꿈에 나올것 같아서 무서울정도로 몰입도가 있었음.이거 적으러 영화평 첨 함.,10
올빼미,인조반정/이괄의난/병자호란을 거쳐 쌓이고 쌓인 인조(유해진분)의 열폭과 광기가 여느 공포물 못지 않게 등골을 서늘하게 한다. 유해진 류준열 배우님들께 박수를!,10
올빼미,실화에 류준열이란 msg 사용해 간만에 맛있는 사극한편 봤네요 지루하지않고 잼있었어요,10
올빼미,영상미와 몰입감 좋고  영화 시작할 때 류준열 배우 목소리 너무 좋았습니다. ,10
올빼미,불만족스러웠던 부분이 하나도 없었던 영화제발 더 많은 사람이 봤으면,10
데시벨,댓글알바들만 평점이 높네여,2
올빼미,보는 내내 몰입감 대박이었습니다 ,10
올빼미,연기가 좋으니 말해모해 ~,10
올빼미,아니 존잼임 진짜 보셈요....,10
올빼미,연기력 스토리 등등...다  좋았어요중반쯤 들어서면서  스릴 만점.  ,10
올빼미,사극 잘 몰라도 재밌어요 두 배우 연기가 압권이네요,9
올빼미,재미있어요...특히 연기가 ㅎㄷㄷ,9
올빼미,너무 긴장감있게 잘 보았습니다류준열 유해진 배우의 연기가 너무 좋았습니다시간가는줄 모르고 집중해서 봤네요,10
스트레인지 월드,디즈니 애니답게 CG 하나 만큼은 훌륭했으나  스토리는 평이한편 이었다.,6
올빼미,역사 알고 봐도 쫄깃 모르고 보면 정신나갈 만큼의 스릴ㅋㅋㅋㅋ,10
블랙 팬서: 와칸다 포에버,진짜 최악중에 최악입니다. 보다가 잠들 정도입니다. 스토리 강조하고 싶었지만 공감되지 못하는 스토리에(액션신 부족) 너무 재미없었습니다.,1
올빼미,강하게 밀고나가다 결국 놓쳐버린,6
올빼미,제목에 맞는 스토리와 연출 배우들 연기까지 완벽 감동은 없음 . 하지만  재밌음,10
올빼미,오랜만에 몰입하게 만드는 영화였어요!,10
