movie,sentence,score
올빼미,보기 드물게 역사 고증이 잘 된 영화,10
블랙 팬서: 와칸다 포에버,서사가 길지만   재미있어요,6
스트레인지 월드,피씨질 그만 할때까진 디즈니 안봐야겠다,1
올빼미,올해 꼭 봐야되는 영화 배우들의 연기력에 놀라고 연출에 놀라게 되는 영화반전에 반전인 끝까지 집중해서 봐야되는 영화이다,10
데시벨,와 진짜 기대 안하고 별 생각없이 봤는데...너무 괜찮은 영화였어요ㅜ...꼭 보세요 다들 진짜 잘 만든 영화입니다...슬프기도 하고ㅜ,10
스트레인지 월드,당신의 몸건강과 환경의 연결고으리. 비유는 좋으나 추진력은 부족해,6
블랙 팬서: 와칸다 포에버,지루하지만 나름 볼만했어요,6
데시벨,끝까지 지루하지않게 잘 봤어요~ 연기력도 너무 좋았고 내용도 재미있어요~,10
블랙 팬서: 와칸다 포에버,2시간 40분이 전혀 지루하지 않고 너무 재밌었습니다. 탈로칸이 진짜 너무멋있고 돈 많이 썼겠다 싶었던....,10
올빼미,최근 본 영화중에 제일 잼있었어요. 보는내내 몰입감 최고 두 배우 연기도 최고. 결말이 살짝 아쉬웠지만 오래만에 시간가는줄 모르고 본 영화였네요,10
올빼미,이야기를 간결하면서 힘있고 흡입력있게 풀어냈다,8
스트레인지 월드,디즈니가 점점 고착화에 빠져서 이도저도 아닌걸 내놓고 있다 개혁은 언제쯤?,5
스트레인지 월드,이게 과연 재미란게 있는걸까?,5
올빼미,17년전 왕의 남자를 만드는데 일조했던 그가 입봉작으로 대작을 만들어와서 너무나 놀랬다 차기작이 매우 기다려진다 인조의 유해진미소를 볼 수 있습니다 ????????,9
올빼미,올해 영화 중 최고!!!!시간가는줄 모르고 보고왔습니다,10
동감,여진구 연기 너무 좋았어요중간에 설명이 약간 부족한 부분이 있었지만 그래도 반전 포인트나 주인공과의 관계가 잘 들어나서 감동적이었어요!!,8
블랙 팬서: 와칸다 포에버,평점 낮아서 안보려다 이제야 봤는데 감동!나에게 블랙팬서는 채드윅으로 남겠지만 앞으로의 블랙팬서도 기대가 되는 작품이였습니다. 고인을 추모하는 영화로도 충분했고 역시 마블은 마블이네요. ,10
올빼미,개인적으로 올해 본 영화 중에 가장 재미있었음.. 소현세자 치료할 때 불 꺼진 장면이 가장 소름끼쳤다,10
유포자들,와 이딴것도 영화라고 만들었냐?,1
올빼미,비오는날 우연찮게 보았는데  반전과 스릴감있는 영화였어요 탁월한 선택이였습니다! 굿굿!,10
올빼미,의심의 칼날이 깊이 박힌 사람이 얼마나 추해질수 있는가,10
블랙 팬서: 와칸다 포에버,채드윅보스만 없는 블랙팬서라  기대는적었지만 그를 기리는 영화인것같아봤는데 기대이상입니다~극중 배우들이 그를 그리워하고 생각하는장면들에  너무찡하고  감명깊었습니다~!! ,10
올빼미,재미있어요.구성이좋아요.,8
블랙 팬서: 와칸다 포에버,영화 재밌었어요,10
올빼미,오랜만에 부모님이랑 영화관에서 영화봤는데 올빼미 재미있었어요,10
블랙 팬서: 와칸다 포에버,매력적이지 않은 도시들을 향한 세계테마기행,6
동감,주인공의 이름은 용두사미를 의미하였나,6
올빼미,올해들어 본 영화중 가장 괜찬았고 타이트했음. 소재거리도 신선했고^^ 사극소재로한 영화 많이 나왓으면 좋겟어요!,10
동감,중간 2번의 반전 포인트가 좋았음,9
데시벨,태룡아...  ㅠㅜㅜㅜ차은우 캐스팅 진짜 잘했다 태룡이 우는데 진짜 내가 대신 가주고싶었다ㅠ,10
데시벨,배우들 연기 레전드 몰입도 장난 아님 재밌어요,10
올빼미,권력에 시침 (기침*시침=아침),7
올빼미,생각보다 매우 괜찮게 나옴,8
올빼미,촛불이 살랑살랑 꺼지려 할때 와~~ 긴장감 최고!!,10
스트레인지 월드,나름볼만하지만특별히매력도없는지루한ㅇ영화이다,5
올빼미,진짜 시간가는지 모르고봄 반전장면 소름쫙,10
올빼미,못보는 것과 보는 것의 차이  옳다고 생각하는 것을 추구하는 것과 눈감고 넘기는 것의 차이,7
올빼미,ㅋㅋ간만에 시간 순삭당했네 진짜 재밌엄ㅅ음,10
올빼미,류준열  배우 재밌게   보고   맹인   첫 사극  연기로  아프로 기대 하네요   유해진   인조 왕  첫 역할이   조금 코믹했고      더 많은데   필요하는  왕 역할도   좋습니다 ㅋㅋㅋ,10
올빼미,아 이거 사관쉐끼들이 내가 죽였다고 써날리면 후손들한테 쪽팔려서 어뜩하나~,10
데시벨,솔직히 노잼임 옆에 여친이 차은우 잘생겼다고 난리임 개킹받음 ㅋㅋ,1
스트레인지 월드,이놈의 pc질..,1
올빼미,시작하고 1시간은 그저그런 얘기. 지루해서 핸드폰 하고싶은 마음 굴뚝! 정확히 1시간 이후 와~. 연기란 이런 거구나. 대배우란 연예인들끼리 주고받는 덕담 정도. 내 인생에 대배우는 없었는데. 미리 보고간 자식 죽음에 오열하는 씬에 별 기대 안 했는데. 이끼 때도 못 느꼈는데. 유해진 대체 어떻게 그렇게 연기할 수 있을까. 왠만한 영화 안 본 게 없는데 그 ㅔ누구의 연기도 유해진 만큼 놀랍지 않았는데. 경이롭다 유해진. 대배우라는 단어가 소소해보인다. 존경스럽다. 거기에 류준열. 감독의 능력은 캐스팅이 다 인 듯. 몇 번을 더 볼지 모르겠다. 지금 바로 다시 보라 가고싶다. ,10
동감,가볍게 보기 좋은 판타지 멜로. 원작에 비해선 인물들의 감정선이 덜 느껴지는 편. 특히 원작의 결말에 비해 여운이 크게 느껴지진 않음. 그리고 서사의 절정부터 마무리까지의 전개가 아쉬움. ,6
올빼미,걍 인생 띵작 등극이요..미친 연기력과 스토리 처음부터 끝까지 버릴거 하나 없고 진짜 중간에 화장실 가고싶었는데 내용 놓치는게 아쉬워서 못나갈 정도의 띵작입니다..결국 끝까지 참고 봤습니다... 당장 보세요...,10
올빼미,내가 이래서 사극을 좋아하지,10
올빼미,저 포함 관객들이 관람 중에 미동  핸드폰도 안보고 몰입 해서 보는 작품 이더군요.헤어질 결심  헌트  이 후로 올 해 제가 본 수작 작품 입니다. 추천 합니다.,10
동감,그럭저럭 기대 했는데.. 좀 재미는 없었어요,1
올빼미,띵작입니다 증말루.. 올해 영화 중 최고네요,10
동감,배우들의 연기력에 몰입도가 대박이었고 적절한 ost와 사운드들이 영화에 더 빠져들게 하는 인생영화 입니다 굳굳,10
올빼미,스토리 연기력 영상미 다 좋음,10
동감,영화에 나온 OST가 마음에 들었고 스토리가 흥미로워서 재밌게 봤습니다!,9
스트레인지 월드,PC질에 미쳐서 결국 아들내미를 게이로 만들고 진취적인 여성상을 강조하기 위해 동양인 여성 대통령에 흑인 비행사 아내까지.. 애들보는 영화에 뭐하는 짓?,1
블랙 팬서: 와칸다 포에버,마블을 이제는 진짜 놓아주어야 하나봅니다,6
올빼미,소름돋았어요..반전에 반전왜스릴러지 하고 있다가 소름 ㅎ재밌게 잘봤어요,10
동감,서사가 있는데 없어요 그냥 배인혁이 잘생겼어요,1
데시벨,억지 감동에 두서없는 스토리,3
스트레인지 월드,영화 재밌게 잘 봤습니다,8
올빼미,감독 연출이 미쳤어요 그냥..,10
올빼미,시나리오 작가가 되고 싶다는 생각들 정도로 센스가 넘치는 영화,10
올빼미,와 너무너무 재밌어요. 오랜만에 혼영했는데 스토리 너무 재밌어서 막 두근대면서 봤네요..ㅠㅠ 연기 쩔어요 ㅠㅠ 류준열 연기랑 왕 쩔어..ㅠㅠ,10
올빼미,끝이 약간  아쉽지만그것빼곤 너무  좋았습니다.,8
올빼미,진짜 올빼미 홍보 시급합니다    걸작입니다    수험생 할인받아서 7천원에 봤는데   증말    만칠천원  아니 7만원이라도 아깝지 않은 영화입니다   물론 돈은 없지만요   그냥 말이 필요없습니다  입만 아픕니다   그냥 연출이며 연기며 스토리며 진짜 그냥 입이 안 다물어집니다   어쩜 그리 연기를 잘하시는지요   믿고 보는 류준열 유해진 배우   정말 후회없으실겁니다    정말 감사합니다   꼭 천만 관객 아니 이천만 관객 되길!!! 정말 아무것도 나무랄데 없는 영화입니다   복선이며.. 스토리며.. 개연성이며.. 그저 완벽합니다    감사합니다   대학 입시 끝나고 처음 노는 날이었는데 정말 탁월한 선택이었습니다    다시 보고 싶습니다   소름끼치는 연출  연기력  감독님  작가님 정말 대단하십니다… 정말 감사합니다… 대학 붙을 것 같습니다…,10
올빼미,아 너무 재밌어요... 완전 빠져들었고 시간가는줄 몰랐어요. 스릴러 즐기는편인데도 공포 장르 느낌이 들 정도로 꽤 긴장감 높고 살벌하구요 중간에는 진짜 소름끼치는 장면도 있었어요. 익숙한 배우들의 새로운 모습 보는거도 신기했고 또 모두 잘 어울리네요. 조연들도 전부 개성 강하고 존재감 뚜렷합니다. 스토리까지 만족스러웠습니다. 이게 감독 데뷔작이라니 앞으로 나올 작품들도 기대됩니다!,9
올빼미,광대를 연기한 곳에서 왕까지 연기한 유해진 배우님의 연기경력에 꼭지점이 될것만 같은 영화.두 주연의 투박한 페이스는 시대배경에 잘 녹아들어 더욱 실감나는 연출이 되었다. 거기에 아직도 의문으로 남아있는 소현세자의 죽음을 팩션으로 연출한 스토리도 아주 마음에 들었다.  올해 상을 기대해 볼만한 영화.,9
올빼미,무섭고 스릴있고 재밋었어요,10
올빼미,배우들의 연기 넘 좋습니다.스토리는 예상 가능했으나  배우들의 연기가 대단해서 집중해서 관람했어요!,10
올빼미,배우님들 연기가 엄청나요 .. 간만에 재밌는 영화 봤습니다!,10
올빼미,우아!!!꼭봐야하는영화!올해본거중최고 ,10
동감,처음엔 오글거려서 별로였고 중간부턴 흥미진진하고 재밌게 봤어요!,7
올빼미,영화 보는 내내 심장이 뛰어서 쫄깃쫄깃 했습니다 류준열  유해진 배우 연기도 정말 잘하고 간만에 재밌는 영화 봤네요,10
올빼미,연출이 긴장감을 주는데 많은 역할을 하였고 그리고 유해진배우님의 연기가 영화를 보는데 너무 몰입되었다!그리고 류준열배우님의 눈이 인보이는 연기와 보이는 연기를 잘 표현한점이 대단하다고 느꼈다.그리고 스토리도 반전에 반전이여서 더 영화를 재밌게 긴장감있게 볼 수 있었다.너무 재밌는 영화다!!그리고 역사적인 내용도 잘 들어가 있어서  역사를 알면서 보면 더 재미있는것 같다. ,10
올빼미,가슴이 철렁하는 한 장면이  영화가 끝나고 나서도 멤도네요,10
데시벨,무난한 이야기 무난한 진행 끝,10
블랙 팬서: 와칸다 포에버,1편이 더 재밌다,4
올빼미,말해뭐해 최고입니다!!!!,10
블랙 팬서: 와칸다 포에버,스토리가  억지스럽긴 하네요 ...,6
데시벨,왜 흥행안한건지 의문들정도스토리도 너무재밌구 배우들고 최고던데무엇보다 몰입감이 엄청 좋았던 영화 주변에서 선뜻 보러못가고 후기만 엄청 물어보던데 나는 정말 재밌게 봄,10
올빼미,최고야유…. 정말 너무 재밌어요,10
올빼미,진짜 최고에요 진짜 대박,10
올빼미,유해진이라 믿고 보는데 ㅋㅋ 왕으로 나온건 처음 아님?,8
블랙 팬서: 와칸다 포에버,마블 최악의 영화...,1
유포자들,극본  시의성  연기 다 좋았습니다^^,10
올빼미,오랜만에 진짜 마음에 드는영화 봤습니다연기를 다들 너무 잘하니....재미없을수가...스토리도짱짱하고 보는내내쫄깃했네요류준열 유해진 믿고봅니다!!!,10
올빼미,류준열 연기짱?심장 쫄깃하며 봤어요,10
올빼미,너무재미있게봤어요^^,10
올빼미,영화보고 나온지 10분도 안지나서 평씁니다...와... 대박입니다 진짜...그냥 보세요. 실화 기반인데 그냥 배우진 연기나 연출만 보며 감탄하는게 아니라 이야기 전개가 미쳐서 보면서 뒷이야기들이 궁금해지고  보면서 아... 이래서! 등 실제 사건들과도 짜임새가 잘맞아 보는 내내 감탄했습니다...  강추드립니다,10
올빼미,중반까지 흥미진진하다가 후반부는 얼렁뚱땅..;,7
올빼미,와   유해진 류준열이 다했다…,10
올빼미,역시 믿고보는 연기력과 재미있었어요굿,10
데시벨,배우들의 연기력,10
올빼미,완전재밌네요 재밌게 잘봤습니다,10
데시벨,데... 시벨....,4
스트레인지 월드,너무하네..,4
올빼미,소현세자 연기력~~짱 목소리도 넘 매력적인 배우,10
올빼미,제목이 올빼미가 아니라 ‘침의’ 였으면 더 좋았을텐데 올빼미래서 뭔 코미디영화인가 했는데 남한산성급 딥한 사극영화였음,10
올빼미,침쟁이 침구사 의 삶을 그려낸삶 남자의혈자리 관원혈 중원혈 자리 기해혈. 족삼리 장침으로 넣는장면 이 있었으면 좋겠다고 생각 했습니다. 마패 시체운구 장면 삭제 아닌가요? ,9
올빼미,연기가 미쳤고 스토리 재밌어요,10
올빼미,모든 배우들 연기실력 미쳤고 몰입감 짱입니다...,10
올빼미,긴장감 몰입감  더  말해 봐야 사족  무조건 봐야함 !!!,10
올빼미,시간가는줄 모르고 봤네요. 재미있어요~,9
데시벨,김래원 너무 잘생겼어요..♥ 몰입하느라 뒷목이 다 아프네요 ㅠㅋㅋㅋ 서사 들을 때 눈물이 나오더군요 .. 정말 재밌습니다 강추요!,10
올빼미,유해진배우의 왕 역할  정말 딱이었네요~~~~오랜만에 만난 감동적인 영화...,10
올빼미,꼭봐야하는영화 연기력 최고,10
동감,초보 감독의 어설픈 설정을 배우들이 겨우 소생시킴,4
올빼미,오랜만에 손에 땀을 쥐는 영화를 봤습니다 좋았어요,8
데시벨,전혀 기대 안 하고 봤는데 예상보다 훨씬 재미있었습니다 일단 소재가 신선했고 연출도 상당히 잘했다고 생각해요 특히 폭탄 터지는게 실감났어요 중간중간 이해 안되는 스토리 전개가 있긴 했는데 감안하고 극장 가서 봐도 좋다고 생각해요,8
올빼미,진짜 존나 재밌습니다 ㄹㅇ 최근 3년간 최고의영화,10
블랙 팬서: 와칸다 포에버,마블 영화를 뭘 기대하고 보는 시대지 참 대학생 때 수없이 돌려보던 그 영화들에 비해선참으로 보잘것 없지만 토르도 망했다고 했지만 나쁘지 않았고항상 그렇듯 그들은 그들의 세계에서 살며이야기를 들려준다와칸다 포에버! 는 애초부터 내가 아주 극혐하는 스타일의 초딩컨셉 느낌이었으나블랙펜서에 대체 뭘 바라고 보는건지 모르겠다기대치가 올라갔을뿐 모든 마블영화는 여전히 내가 원하는 그정도는 보여주고있다4dx로봤는데 아휴 토할뻔,7
올빼미,류준열 연기도 좋지만 영화의 세심한 소리연출이 좋았어요 ,10
데시벨,배우들 연기가 좋아요.,10
올빼미,완전 몰입해서 봤어요 ㅡㅠㅠ 집중도 짱! 진심 올해의 한국영화!! ,10
데시벨,눈물이 나도 모르게 ,10
올빼미,개재밌음 하.... 뭐지,10
올빼미,재미있었어요스릴 넘치던데요,10
올빼미,유배우님만 나왔으면 몰라도관람료 2만원시대에...,1
올빼미,올해 본 한국 영화 중 최고인듯,10
데시벨,개연성이 조금 아쉽긴한데 액션과 스릴이 즐기만했음. 그리고 감초역할 캐릭터가 영화의 전체적인 톤과는 조화롭지않다 생각했지만 아이러니하게 정상훈 개그만 놓고보면 또 웃겼었음. 글고 해군배우들 비주얼은 엄청났음,7
올빼미,결말 빼고 다 좋았음. 연기들도 좋다,9
올빼미,이건 설정부터 이미 찢었어,10
올빼미,스토리 긴장감 다 좋고 연기자들의 연기에 빠져서 관람했어요,8
올빼미,진짜 올해 최고의 영화가 아닌가싶다영화관에서 이렇게 집중해서 본 적 너무 오랜만 ㅠㅠㅠ 꿀잼..,10
올빼미,미쳤어요 진짜 꼭 보세요 최근 몇년간 본 영화중 최고입니다. 진심 재미있어요. 광고 알바 아닙니다. 광고면 장을 지짐. 진짜 개재밌어요 스토리 탄탄 연기력 미침,10
올빼미,오우 재밌네요 ㅎㅎㅎ굿굿,10
올빼미,마지막까지 긴장하면서 끝까지 재밌게 봤어요 ㅎㅎㅎ,10
올빼미,팽팽한 긴장감과 의외의 반전에 정말 재밌게 봤어요!,8
올빼미,뻔한 스토리를 이렇게 ㄷㄷ..정말 재미있게 감상했습니다,10
올빼미,유해진은 말할것도 없고 세자의 연기가 인상깊음..표정.호흡.발성..어쩜저리 표현할까 감탄함,9
올빼미,진짜 너무 재밌다 시간 가는 줄 모르고 봄배우들 연기력도 쩔어요ㅜㅠ ,10
올빼미,간만에 잘 만든 사극영화 한편 봤다 싶었음. 은근히 스릴도 있었고 무엇보다 배우들의 연기도 아주 좋았음.,8
올빼미,믿고 보는 배우들!!!!,10
스트레인지 월드,디즈니가 주는 엄청난 감동을 다시받고싶다ㅜㅜ,5
올빼미,배우님들의 연기가 무척뛰어나고 감독님의 연출과 영화를 몰입하게하는 능력또한 칭찬해주고싶다,10
올빼미,끝날때까지 집중력이 흐트러지지않네요. 재미있었어요.,10
올빼미,요즘 영화에 딱 적당이상으로 재밌었습니다! 기대 안 했는데 내용도 안 지루하고 반전에 반전에 반전...ㅋㅋ 잘 봤어용,10
올빼미,두주인공의 미친연기력 눈으로 확인하세요^^,10
올빼미,한순간도 눈을 뗄수가 없었어요,10
올빼미,미쳤다 긴장의 끈을 못 놓겠음 진짜 쩜,10
올빼미,유해진 배우의 명연기에 갈채를 보냅니다.,10
데시벨,Decibel  2021,4
올빼미,연기가미쳤다진ㅉㅏㄷㄷ ,10
올빼미,설정과 연기는 좋았으나 극의 전개가 좀 뭐랄까..별로였음.극장말고  나중에 ocn에서 보셈.,6
동감,아.. 이건 좀..,1
블랙 팬서: 와칸다 포에버,솔직히 몰입이 잘 안되고 지루했습니다. 중간에 잠깐 졸기도 했어요.이제 마블 영화는 극장에서 안 볼려구요.,4
올빼미,처음부터 끝까지 휘몰아치는.. 두배우명연기! 나름 해피엔딩?!,10
올빼미,한국영화 정석 아닌가요. 저는 역사적 사실에 작가의 상상력이 가미된 작품을 사랑하는지라.. 너무 재밌게  감동적으로 봤습니다! 배우들 연기력 덕분에 몰입해서 볼 수 있었습니다. 후반부에 꼭 필요하지 않은 스토리를 넣은 듯하면서도 없었다면 아쉬웠을 것 같은 애매한 생각이 드네요,8
올빼미,배우들의 연기로 꽉 채운 영화. 지루할 틈이 없었다.,8
올빼미,영화보고 난 후 달리기를 한 것처럼 심장이 막 뛰었어요.  모든 배우들의 연기가 탄탄하고 허구지만 실감났습니다.,10
올빼미,유해진 배우가 단단한 기둥이라고  한 이유를  알았음.유해진배우는 두 말할것 없이 훌륭했고류준열배우에게  돌랐습니다.배우다!!!,9
올빼미,배우들의 연기력과 스릴러 신의 연출은 볼만함,6
블랙 팬서: 와칸다 포에버,흑인국가가 과학강국이라는거부터 몰입이 안된다. 동양인이 육상 농구 스포츠 다 쓸어먹는 개벌레같은 설정. 미안하지만 흑인은 초원에서 우가우가할때가 어울린다.,1
블랙 팬서: 와칸다 포에버,하아.. 제목이 블랙팬서인데 왜 블랙팬서가 안.. 히어로물인데 왜 히로인이 나..,6
올빼미,류준열 유해진!! 연기 대박입니다두시간 금방가고 존잼인듯,10
올빼미,와 진짜 올해 본 영화 중 최고의 영화명작이다 친구가 보자고 해서 봤는데 기대 안하고 봤다가 너무 재밌게 잘 봤음돈이 하나도 안 아까운 영화안 봤으면 진짜 꼭 봐야함,10
올빼미,영화를 보는 내내 지금 우리나라 현실과 왜 오버랩이 되어져 보이는 걸까요 ㅠㅠ 많이 서글프고 슬펐습니다 ㅠ,10
올빼미,보는 내내 가슴 졸이면서 몰입했어요. 흥미진진합니다 :),10
올빼미,처음엔 재밌는데 중반 이후부터 좀 유치해짐 그래도 그냥 가볍게 재밌게 볼만한 영화 유해진 왕 역할 케스팅은 진짜 찰떡,8
올빼미,믿고보는 배우들 열연과 눈을뗄수없는 긴장감까지 너무 재밌습니다.,10
올빼미,믿고보는배우유해진?류준열배우역시는역시입니다~꼭보시길~,10
올빼미,영화 볼만 해요~~,10
올빼미,소현세자와 민회빈 강씨의 억울함. 그것을 풀어준 건 올빼미다.실제로는 이형익에게 침 맞아 사망하는 인조이지만 말이다.,8
올빼미,보는내내 흥미러웠고 배우들의 연기가 정말 좋았어요!!특히 류준열배우의 소경연기는 찐이었어요!!,10
올빼미,유해진 배우님  류준열 배우님~ ^^멋지십니다,10
올빼미,넘재미있었어요 정말10년만에 영화관갔네요,10
올빼미,유해진 류준열 배우 연기도 좋았지만 최무성님 연기에 소름 돋았어요. ,10
올빼미,안방극장용인줄 알고도  무료로 볼수있어 극장서 봤는데 아휴... 그냥 짜증난다... 보면서도 중간중간 재미없고 짜증남 ,3
동감,노래는 기억나지만 이야기는 다소 아쉬웠어요,7
올빼미,근래 두 달간 개봉한 영화 중 가장 최고의 영화입니다 무조건 영화관에서 보세요.너무 무서워요 덜덜숨막혀요 진짜재밌고 조마조마하고 연출 연기 다 좋아요.,10
올빼미,굉장히 독특한 소재와 사극이라는 점 그리고 배우들의 연기력에 높은 점수를 줄수 있겠으나 결말로 갈수록 다소 힘이 빠지는듯한 느낌,8
동감,여진구 좋아하는데 아쉬워요. 시대적인 차이도 별로 안느껴지고 내용은 산으로 가고 짜임새는 엉성하고 마지막은 참 기가 차요,2
올빼미,놀랍다....인조 그 자체를 표현한 유해진 진짜 무서울정도로 연기 잘함 ,10
올빼미,올해 최고의 영화는 헤어질 결심  최고의 오락 영화는 탑건  최고의 스릴러는 올빼미. 다만  막판 뒷심이 아쉽네.,9
블랙 팬서: 와칸다 포에버,떠난 이를 추모하는 것 까지만 좋다.,4
동감,1979년과 2000년 사이의 조화 이것이 바로 한국의 로맨스 코미디 영화다 최고의 걸작 영화들 중 하나다 ,10
동감,정말 설레고 힐링되는 명작 영화였습니다시간을 달리는 소녀랑 너의 결혼식 영화가 생각나네요 조금 슬픈 점도 있었지만 줄거리도 좋고 여진구랑 조이현의 연기도 아주 좋았습니다 이번 2022년 제 가슴을 뜨겁게 달군 최고의 걸작 영화들 중 하나였습니다 꼭 보세요! 꿀잼이에요 강력하게 추천드립니다 눈물나면서도 아름다운 로맨스 영화입니다,10
블랙 팬서: 와칸다 포에버,기존의 블랙팬서를 상상하셨다면 실망 일거임,4
올빼미,최근에 본 영화중에 젤 재밌었어요 주인공이 보는 시점을 너무 잘 표현했고 배우들 연기가 너무 멋져요,10
올빼미,류준열의 보이지 않는 눈 연기/ 가끔 안보인는 척하는 능청스러움이 너무 재밌었어요.밤에 펼쳐지는 긴박한 스토리 전개도 좋았습니다.또한 찌질한 인조를 연기한 유해진의 연기는 최고였네요.,10
올빼미,나 30넘은 남잔데 보면서 지렸다.,10
올빼미,반전에 반전.엄청 긴장하면서 봤어요 최고 ! ,10
올빼미,정말 냉정하게는 딱 7점짜리 영화.하지만 최근 쓰래기같은 한국 영화계를 감안했을 때 8점 정도는 줄 수 있겠다.,8
동감,새드앤딩 ..입니다.. ,2
동감,개인적으로 너무 재미있었습니다,10
올빼미,긴장감이 넘쳐서 영화보고 나니 진이 빠지네요~ 오랜만에 영화보고 며칠간 여운이 남는 영화였습니다. 담에 다시 한번 보고싶어요,10
올빼미,역사를 알고봐도 재밌었던 영화,8
올빼미,그냥 별이 다섯개!마무리가 좀 휘리릭~ 하는 느낌. 러닝타임이 두배로 길었어도 풀어갈 이야기가 많아보인다. ,10
데시벨,다들 조용히합시다..,8
블랙 팬서: 와칸다 포에버,너무 좋았다.. 블랙팬서3이 기대됨,10
올빼미,기대안하고봤는데 상당히 재미나네요,7
올빼미,마지막까지 긴장을 놓치지 않는 영화. 재미있습니다. 류준열.유해진 연기 뛰어나고요.,10
올빼미,오랜만에 너무 재밌게 영화를 봤네요 배우분들 연기도 너무 좋고 내용도 너무 좋았어요,10
스트레인지 월드,어른인 저는 보다가 잠들었고 아이는 집에 가자고 보챘습니다.,4
올빼미,유해진과 류준열의 연기가 너무 좋았습니다,10
올빼미,연기력 굿 ! 재미있어요,10
올빼미,역시 유해진아저씨연기는 기대이상 끝으로 갈수록 연기에 더 집중하게 됨 특히 의상과도 찰떡! 전체적으로 의상보는재미도 좋았음,6
올빼미,와 몰입감 최고네요♡극장에서 많은 분들이 봤음 좋겠어요끝나고 감독님이 누군지 찾아봤어요,10
동감,동감 원작을 안봐서 모르겠는데 재밌던데요? 근데 영화가 우는 포인트를 줬다가 뺏었다가 줬다가 뺏었다가 해서 눈물까지는 안나왔네요 하튼 돈이 아깝지는 않았습니다,8
올빼미,소현세자독살사건이라는 모티브에서 짜임새있게 극본을 잘 썼고 배우들의 연기도 좋았음. 조금 세밀한 부분에서 아쉽긴 해도 전체적으로 볼만함,9
올빼미,긴장감 넘치고 너무 재미있습니다^^,10
올빼미,정말 시간 가는줄 모르고 보았네요.^^ 안보신분들 꼭 보시길..최고!,10
블랙 팬서: 와칸다 포에버,새로운 사람 캐스팅 안하고 영화 인물 안에서 블랙팬서 정한게 신위 한수였던것 같음. 그래도 유치한 부분이 없지않아 있음.. 근데 암튼 난 개재밌었음 꼭 보셈 ,10
올빼미,스토리도 제목하고 너무 딱 맞고 진짜 연출이 미친 영화였다 여운때문에 잠을 못잤다..진짜 소름끼침,10
올빼미,긴장감있는 영화였어요!!! 연기도 너무 잘하고 재밌어서 친구들한테 추천했어요!,10
블랙 팬서: 와칸다 포에버,저희 학년 전체로 가서 봤는데애들 다 잤습니다.푹 자서 정말 좋았어요!,1
블랙 팬서: 와칸다 포에버,영상미 출연진 모두 히어로 영화 아님,1
올빼미,탁월한 연기  지팡이의 작은 소품의 의미  디테일한 시나리오 심지어 낮과밤의 빛  소리까지!  완벽한 조화!  간만에 시간가는 줄 모르고 몰입한 한국영화!  영화는 현 시대상이었네요. 배후가 누구냐? 관객은 보았습니다. 강추!!!,10
올빼미,최근 영화 중 집중력 있게 봤다. 연기력 스토리 좋았지만 큰 한방이 있었음 최고였을듯,9
올빼미,썸타는 여자친구와 함께 보신다면그날의 데이트는 매우 성공할 확률이 높습니다추천합니다,10
올빼미,작품 보는 내내 쫄깃합니다. 감독님 차기작이 너무너무 기다려져요.,10
올빼미,오랜만에 정말 재밌게 본 한국 영화였네요. 몰입이 잘 돼서 시간 가는 줄 모르고 봤어요.,10
올빼미,기대를 안하고봣는데 무척 재밋게봣습니다,9
블랙 팬서: 와칸다 포에버,탈로칸 공개하는 장면 말곤 그냥 볼수록 화만 남 억지감동 유도하는 거도 별로고 그냥 슈리가 블랙팬서랑 하나도 안 맞음 아이언하트는 비춰질 때 마다 몰입만 깨고 아이언맨 오마주한 것도 오글거리고 그냥 싸우다 죽었음 좋겠다 싶었음,1
올빼미,간만에 극장 나들이 할 만큼 만족도 좋은 영화였습니다. 잘 봤습니다.,8
블랙 팬서: 와칸다 포에버,개연성도 없이 계집애들 주인공 만드는 게 유행인가 그냥 역겨움,1
데시벨,아쉬움이 많은 영화였어요,7
올빼미,재밌게 봤어요~~~~,10
올빼미,코믹연기에서 왕역할을 하는 유해진의 진중한 연기 내공이 기대됩니다,8
올빼미,연출 좋고 소리도 잘 들렸어요 재밌었습니다,10
데시벨,너무너무너무 재미있었습니다. 극장에서 꼭 봐야하네요 ㅋㅋㅋ 개존잘들 ㅋㅋㅋ,9
올빼미,유해진 류준열 연기 좋다,9
블랙 팬서: 와칸다 포에버,영화가 너무 유치하게 흘러감 좀더 진지하고 거칠게 갔어야하는데 좀 많이 밍밍한느낌,4
블랙 팬서: 와칸다 포에버,블랙펜서를 떠나 보내는 정중한 예우와 남겨진 이들의 아픔을 어루만져준다 그리고 시리즈의 미래에 대한 힌트를 준다. 빌런이 빌런 같지 않아서 대결구도가 약해지면서 영화가 루즈하게 느껴질 수 있다,9
데시벨,재밌을줄 알았는데 재미없음,2
데시벨,전체적으론 아쉽지만 볼만해요.,7
올빼미,진짜 재밌음 오랜만에 집중할수있는 한국영화,10
올빼미,젊은 두 배우님의 연기에 놀라며 감탄하며!!! ,10
올빼미,류준열이 이렇게 연기 잘하는줄 몰랐네요,7
데시벨,그럭저럭 재밌게 봤습니다.,6
